d,State,city,year,CVAPCity,CVAPd,PctCauc,PctB,PctLH,PctAPI,PctAME,PctSA,PctIndO,S,M,ESType,candidate,party,win,race,gender,votes,MS,Women_run_d,Women_run_e,Women_win_e,Women_win_d
city,CA,Malibu,2016,NA,NA,88,2,6,4,NA,NA,NA,5,3,ALP,Skylar Peak,NA,1,NA,NA,3228,15,0,0,0,0
city,CA,Malibu,2018,NA,NA,88,2,6,4,NA,NA,NA,5,2,ALP,Karen Farrer,NA,1,NA,NA,2855,10,0,0,0,0
city,CA,Malibu,2018,NA,NA,88,2,6,4,NA,NA,NA,5,2,ALP,Mikke Pierson,NA,1,NA,NA,2460,10,0,0,0,0
city,CA,Manhattan Beach,2015,NA,NA,85,0.5,8,8,NA,NA,NA,5,2,ALP,Sergio Joseph Calderon,NA,1,NA,NA,654,10,0,0,0,0
city,CA,Manhattan Beach,2015,NA,NA,85,0.5,8,8,NA,NA,NA,5,2,ALP,Ramon Medina,NA,1,NA,NA,628,10,0,0,0,0
city,CA,Manhattan Beach,2017,NA,NA,85,0.5,8,8,NA,NA,NA,5,3,ALP,Steve Napolitano,NA,1,NA,NA,4450,15,0,0,0,0
city,CA,Manhattan Beach,2017,NA,NA,85,0.5,8,8,NA,NA,NA,5,3,ALP,Nancy Hersman,NA,1,NA,NA,3472,15,0,0,0,0
city,CA,Manhattan Beach,2017,NA,NA,85,0.5,8,8,NA,NA,NA,5,3,ALP,Richard P. Montgomery,NA,1,NA,NA,2753,15,0,0,0,0
city,CA,Martinez,2016,NA,NA,80,5,14,8,NA,NA,NA,5,2,ALP,Mark Ross,2,1,1,0,17075,10,1,1,1,1
city,CA,Martinez,2016,NA,NA,80,5,14,8,NA,NA,NA,5,2,ALP,Noralea Gipner,NA,1,1,1,5161,10,1,1,1,1
1,CA,Martinez,2018,NA,NA,80,5,14,8,NA,NA,NA,5,1,SSD,Debbie McKillop,1,1,1,1,2326,5,1,2,2,1
2,CA,Martinez,2018,NA,NA,80,5,14,8,NA,NA,NA,5,1,SSD,Lara Delaney,1,1,1,1,3090,5,1,2,2,1
city,CA,Maywood,2018,NA,NA,66,1,98,0.5,NA,NA,NA,5,3,ALP,Heber A. Marquez,NA,1,NA,NA,2882,15,0,0,0,0
city,CA,Maywood,2018,NA,NA,66,1,98,0.5,NA,NA,NA,5,3,ALP,Ricardo Lara,NA,1,NA,NA,2681,15,0,0,0,0
city,CA,Maywood,2018,NA,NA,66,1,98,0.5,NA,NA,NA,5,3,ALP,"Eduardo ""Eddie"" De La Riva",NA,1,NA,NA,2484,15,0,0,0,0
city,CA,Mendota,2016,NA,NA,86,1,96,2,NA,NA,NA,5,2,ALP,Victor Martinez,1,1,2,0,599,10,0,0,0,0
city,CA,Mendota,2016,NA,NA,86,1,96,2,NA,NA,NA,5,2,ALP,Oscar Rosales,1,1,2,0,568,10,0,0,0,0
city,CA,Mendota,2018,NA,NA,86,1,96,2,NA,NA,NA,5,3,ALP,Rolando Castro,1,1,2,0,605,15,0,0,0,0
city,CA,Mendota,2018,NA,NA,86,1,96,2,NA,NA,NA,5,3,ALP,Jesse Mendoza,1,1,2,0,509,15,0,0,0,0
city,CA,Mendota,2018,NA,NA,86,1,96,2,NA,NA,NA,5,3,ALP,Robert Silva,1,1,2,0,450,15,0,0,0,0
city,CA,Mission Viejo,2016,NA,NA,80,1,15,9,NA,NA,NA,5,2,ALP,"Patricia Kelley,",1,1,1,1,22724,10,1,1,1,1
city,CA,Mission Viejo,2016,NA,NA,80,1,15,9,NA,NA,NA,5,2,ALP,"Brian Goodell,",1,1,1,0,20198,10,1,1,1,1
city,CA,Mission Viejo,2018,NA,NA,80,1,15,9,NA,NA,NA,5,3,ALP,"Ed Sachs,",1,1,1,0,25886,15,1,1,1,1
city,CA,Mission Viejo,2018,NA,NA,80,1,15,9,NA,NA,NA,5,3,ALP,"Wendy Bucknum,",1,1,1,1,25206,15,1,1,1,1
city,CA,Mission Viejo,2018,NA,NA,80,1,15,9,NA,NA,NA,5,3,ALP,"Greg Raths,",1,1,1,0,25017,15,1,1,1,1
city,CA,Montebello,2015,NA,NA,57,1,79,10,NA,NA,NA,5,2,ALP,Jack Hadjinian,NA,1,NA,NA,2111,10,0,0,0,0
city,CA,Montebello,2015,NA,NA,57,1,79,10,NA,NA,NA,5,2,ALP,Vanessa Delgado,NA,1,NA,NA,1899,10,0,0,0,0
city,CA,Montebello,2018,NA,NA,57,1,79,10,NA,NA,NA,5,3,ALP,Salvador Melendez,NA,1,NA,NA,4176,15,0,0,0,0
city,CA,Montebello,2018,NA,NA,57,1,79,10,NA,NA,NA,5,3,ALP,Kimberly Ann Cobos-Cawthorne,NA,1,NA,NA,4111,15,0,0,0,0
city,CA,Montebello,2018,NA,NA,57,1,79,10,NA,NA,NA,5,3,ALP,Angie M. Jimenez,NA,1,NA,NA,4056,15,0,0,0,0
city,CA,Monterey Park,2016,NA,NA,19,0.5,28,65,NA,NA,NA,5,3,ALP,Jennifer Perez,NA,1,NA,NA,2373,15,0,0,0,0
city,CA,Monterey Park,2016,NA,NA,19,0.5,28,65,NA,NA,NA,5,3,ALP,Tony Ayala,NA,1,NA,NA,2298,15,0,0,0,0
city,CA,Monterey Park,2016,NA,NA,19,0.5,28,65,NA,NA,NA,5,3,ALP,"Esperanza ""Espie"" Free",NA,1,NA,NA,1499,15,0,0,0,0
city,CA,Monterey Park,2017,NA,NA,19,0.5,28,65,NA,NA,NA,5,2,ALP,Peter Chan,NA,1,NA,NA,2546,10,0,0,0,0
city,CA,Monterey Park,2017,NA,NA,19,0.5,28,65,NA,NA,NA,5,2,ALP,Hans Liang,NA,1,NA,NA,2223,10,0,0,0,0
city,CA,Moraga ,2016,NA,NA,79,2,7,15,NA,NA,NA,5,3,ALP,Roger Wykle,1,1,1,0,4175,15,2,2,2,2
city,CA,Moraga ,2016,NA,NA,79,2,7,15,NA,NA,NA,5,3,ALP,Kymberleigh Korpus,1,1,1,1,3397,15,2,2,2,2
city,CA,Moraga ,2016,NA,NA,79,2,7,15,NA,NA,NA,5,3,ALP,Jeanette Fritzky,2,1,4,1,2996,15,2,2,2,2
city,CA,Moraga ,2018,NA,NA,79,2,7,15,NA,NA,NA,5,2,ALP,Mike McCluer,2,1,1,0,5050,10,0,0,0,0
city,CA,Moraga ,2018,NA,NA,79,2,7,15,NA,NA,NA,5,2,ALP,Steve Woehleke,NA,1,1,0,4272,10,0,0,0,0
city,CA,Morro Bay ,2016,NA,NA,96,0.5,18,2,NA,NA,NA,5,2,ALP,Marlys McPherson,2,1,1,1,2853,10,1,1,1,1
city,CA,Morro Bay ,2016,NA,NA,96,0.5,18,2,NA,NA,NA,5,2,ALP,Robert Davis,2,1,1,0,2715,10,1,1,1,1
city,CA,Morro Bay ,2018,NA,NA,96,0.5,18,2,NA,NA,NA,5,2,ALP,Dawn Addis,2,1,1,1,3062,10,1,1,1,1
city,CA,Morro Bay ,2018,NA,NA,96,0.5,18,2,NA,NA,NA,5,2,ALP,Jeff Heller,2,1,1,0,2202,10,1,1,1,1
city,CA,Newark ,2014,NA,NA,42,4,35,26,NA,NA,NA,5,2,ALP,c,1,1,1,0,1745,10,0,0,0,0
city,CA,Newark ,2014,NA,NA,42,4,35,26,NA,NA,NA,5,2,ALP,Mike Bucci,2,1,1,0,1427,10,0,0,0,0
1,CA,Newport Beach,2016,NA,NA,88,1,7,8,NA,NA,NA,7,1,SSD,Jeff Herdman,1,1,1,0,12986,7,0,0,0,0
2,CA,Newport Beach,2016,NA,NA,88,1,7,8,NA,NA,NA,7,1,SSD,Will O'Neill,1,1,1,0,18186,7,0,0,0,0
5,CA,Newport Beach,2016,NA,NA,88,1,7,8,NA,NA,NA,7,1,SSD,Brad Avery,1,1,1,0,20671,7,0,0,0,0
1,CA,Newport Beach,2018,NA,NA,88,1,7,8,NA,NA,NA,7,1,SSD,Diane Dixon,1,1,1,1,21169,7,1,2,2,1
3,CA,Newport Beach,2018,NA,NA,88,1,7,8,NA,NA,NA,7,1,SSD,Marshall Duffield,1,1,1,0,18458,7,0,2,2,0
4,CA,Newport Beach,2018,NA,NA,88,1,7,8,NA,NA,NA,7,1,SSD,Kevin Muldoon,1,1,1,0,24227,7,0,2,2,0
6,CA,Newport Beach,2018,NA,NA,88,1,7,8,NA,NA,NA,7,1,SSD,Joy Brenner,1,1,1,1,20514,7,1,2,2,1
city,CA,Norwalk,2015,NA,NA,52,14,22,5,NA,NA,NA,15,4,ALP,Barbara Smyth,2,1,1,1,7930,60,1,1,1,1
city,CA,Norwalk,2015,NA,NA,52,14,22,5,NA,NA,NA,15,4,ALP,Greg Burnette Sr.,2,1,3,0,7560,60,1,1,1,1
city,CA,Norwalk,2015,NA,NA,52,14,22,5,NA,NA,NA,15,4,ALP,Doug Stern,2,1,1,0,7337,60,1,1,1,1
city,CA,Norwalk,2015,NA,NA,52,14,22,5,NA,NA,NA,15,4,ALP,Nick Sacchinelli,2,1,1,0,7298,60,1,1,1,1
2,CA,Oakland,2014,NA,NA,39,28,25,16,NA,NA,NA,8,1,RCV,ABEL GUILLEN,NA,1,2,0,4886,8,0,2,2,0
4,CA,Oakland,2014,NA,NA,39,28,25,16,NA,NA,NA,8,1,RCV,ANNIE CAMPBELL WASHINGTON,NA,1,1,1,11358,8,1,2,2,1
6,CA,Oakland,2014,NA,NA,39,28,25,16,NA,NA,NA,8,1,RCV,DESLEY BROOKS,NA,1,3,1,4772,8,1,2,2,1
1,CA,Oakland,2016,NA,NA,39,28,25,16,NA,NA,NA,8,1,RCV,Dan Kalb,2,1,1,0,24955,8,0,2,2,0
3,CA,Oakland,2016,NA,NA,39,28,25,16,NA,NA,NA,8,1,RCV,Lynette Gibson McElhaney,2,1,3,1,13025,8,1,2,2,1
4,CA,Oakland,2016,NA,NA,39,28,25,16,NA,NA,NA,8,1,RCV,"Maria ""Sucy"" Collazo",2,1,2,1,9917,8,1,2,2,1
5,CA,Oakland,2016,NA,NA,39,28,25,16,NA,NA,NA,8,1,RCV,Noel Gallo,2,1,1,0,7775,8,0,2,2,0
7,CA,Oakland,2016,NA,NA,39,28,25,16,NA,NA,NA,8,1,RCV,"Larry Reid,",2,1,3,0,8392,8,0,2,2,0
2,CA,Oakland,2018,NA,NA,39,28,25,16,NA,NA,NA,8,1,RCV,Nikki Fortunato Bas,2,1,4,1,11273,8,1,3,3,1
4,CA,Oakland,2018,NA,NA,39,28,25,16,NA,NA,NA,8,1,RCV,Sheng Thao,2,1,4,1,8739,8,1,3,3,1
6,CA,Oakland,2018,NA,NA,39,28,25,16,NA,NA,NA,8,1,RCV,Loren Taylor,2,1,3,1,7144,8,1,3,3,1
5,CA,Oakland,2019,NA,NA,39,28,25,16,NA,NA,NA,8,1,RCV,(ward 5) David Greenwell,1,1,1,0,1314,8,0,1,1,0
6,CA,Oakland,2019,NA,NA,39,28,25,16,NA,NA,NA,8,1,RCV,(ward 6) Jobeth Hamon,2,1,1,1,1334,8,1,1,1,1
8,CA,Oakland,2019,NA,NA,39,28,25,16,NA,NA,NA,8,1,RCV,(Ward 8) Mark Stonecipher,1,1,1,0,2393,8,0,1,1,0
city,CA,Oakley,2016,NA,NA,65,8,40,6,NA,NA,NA,5,3,ALP,Doug Hardcastle,2,1,1,0,4708,15,1,1,1,1
city,CA,Oakley,2016,NA,NA,65,8,40,6,NA,NA,NA,5,3,ALP,Kevin Romick,2,1,1,0,3935,15,1,1,1,1
city,CA,Oakley,2016,NA,NA,65,8,40,6,NA,NA,NA,5,3,ALP,Claire Alaura,2,1,4,1,3441,15,1,1,1,1
city,CA,Oakley,2018,NA,NA,65,8,40,6,NA,NA,NA,5,2,ALP,Sue Higgins,2,1,1,1,6067,10,1,1,1,1
city,CA,Oakley,2018,NA,NA,65,8,40,6,NA,NA,NA,5,2,ALP,Randy Pope,1,1,1,0,5460,10,1,1,1,1
city,CA,Orange ,2018,NA,NA,62,1,38,12,NA,NA,NA,5,2,ALP,Kimberlee Nichols,1,1,1,1,15494,10,1,1,1,1
city,CA,Orange ,2018,NA,NA,62,1,38,12,NA,NA,NA,5,2,ALP,Chip Monaco,1,1,1,0,15080,10,1,1,1,1
city,CA,Orange Cove,2014,NA,NA,54,2,96,0,NA,NA,NA,5,2,ALP,Gilbert Garcia,1,1,2,0,478,10,1,1,1,1
city,CA,Orange Cove,2014,NA,NA,54,2,96,0,NA,NA,NA,5,2,ALP,Minerva Pineda,NA,1,2,1,451,10,1,1,1,1
city,CA,Orange Cove,2018,NA,NA,54,2,96,0,NA,NA,NA,5,2,ALP,Esperanza Rodriguez,2,1,2,1,835,10,1,1,1,1
city,CA,Orange Cove,2018,NA,NA,54,2,96,0,NA,NA,NA,5,2,ALP,Roy Rodriguez,2,1,2,0,669,10,1,1,1,1
city,CA,Orinda ,2016,NA,NA,82,2,4,10,NA,NA,NA,5,2,ALP,Inga Miller,2,1,1,1,4683,10,2,2,2,2
city,CA,Orinda ,2016,NA,NA,82,2,4,10,NA,NA,NA,5,2,ALP,Darlene Gee,2,1,1,1,4364,10,2,2,2,2
city,CA,Orinda ,2018,NA,NA,82,2,4,10,NA,NA,NA,5,3,ALP,Amy Worth,2,1,1,1,6807,15,1,1,1,1
city,CA,Orinda ,2018,NA,NA,82,2,4,10,NA,NA,NA,5,3,ALP,Dennis Fay,2,1,1,0,5714,15,1,1,1,1
city,CA,Orinda ,2018,NA,NA,82,2,4,10,NA,NA,NA,5,3,ALP,Nick Fay,2,1,1,0,5380,15,1,1,1,1
city,CA,Oroville,2016,NA,NA,71,3,11,11,NA,NA,NA,7,3,ALP,Linda Draper,1,1,1,1,1926,21,2,2,2,2
city,CA,Oroville,2016,NA,NA,71,3,11,11,NA,NA,NA,7,3,ALP,Janet Goodson,2,1,3,1,1828,21,2,2,2,2
city,CA,Oroville,2016,NA,NA,71,3,11,11,NA,NA,NA,7,3,ALP,Scott Thomson,1,1,1,0,1723,21,2,2,2,2
city,CA,Oroville,2018,NA,NA,71,3,11,11,NA,NA,NA,7,3,ALP,David Pittman,1,1,1,0,2433,21,0,0,0,0
city,CA,Oroville,2018,NA,NA,71,3,11,11,NA,NA,NA,7,3,ALP,Art Hatley,1,1,1,0,1636,21,0,0,0,0
city,CA,Oroville,2018,NA,NA,71,3,11,11,NA,NA,NA,7,3,ALP,Eric Smith,1,1,1,0,1457,21,0,0,0,0
1,CA,Palmdale,2016,NA,NA,43,14,54,4,NA,NA,NA,5,1,SSD,D1: Austin Bishop,NA,1,NA,NA,3220,5,0,0,0,0
2,CA,Palmdale,2016,NA,NA,43,14,54,4,NA,NA,NA,5,1,SSD,D2: Steven D. Hofbauer,NA,1,NA,NA,6231,5,0,0,0,0
3,CA,Palmdale,2016,NA,NA,43,14,54,4,NA,NA,NA,5,1,SSD,D3: Laura Bettencourt,NA,1,NA,NA,3512,5,0,0,0,0
4,CA,Palmdale,2016,NA,NA,43,14,54,4,NA,NA,NA,5,1,SSD,D4: Juan Ventura,NA,1,NA,NA,3811,5,0,0,0,0
3,CA,Palmdale,2018,NA,NA,43,14,54,4,NA,NA,NA,5,1,SSD,D3: Laura Bettencourt,NA,1,NA,NA,6457,5,0,0,0,0
4,CA,Palmdale,2018,NA,NA,43,14,54,4,NA,NA,NA,5,1,SSD,D4: Juan Carrillo Ventura,NA,1,NA,NA,5124,5,0,0,0,0
city,CA,Palos Verdes Estates,2017,NA,NA,61,3,8,29,NA,NA,NA,5,2,ALP,Kenneth J. Kao,NA,1,NA,NA,2242,10,0,0,0,0
city,CA,Palos Verdes Estates,2017,NA,NA,61,3,8,29,NA,NA,NA,5,2,ALP,Sanford S. Davidson,NA,1,NA,NA,2001,10,0,0,0,0
city,CA,Paradise,2016,NA,NA,91,1,8,1,NA,NA,NA,5,3,ALP,Greg Bolin,NA,1,1,0,6847,15,1,1,1,1
city,CA,Paradise,2016,NA,NA,91,1,8,1,NA,NA,NA,5,3,ALP,Mike Zuccolillo,1,1,1,0,6308,15,1,1,1,1
city,CA,Paradise,2016,NA,NA,91,1,8,1,NA,NA,NA,5,3,ALP,Melissa Schuster,NA,1,1,1,5786,15,1,1,1,1
city,CA,Paradise,2018,NA,NA,91,1,8,1,NA,NA,NA,5,2,ALP,Steve Crowder,1,1,1,0,5561,10,1,1,1,1
city,CA,Paradise,2018,NA,NA,91,1,8,1,NA,NA,NA,5,2,ALP,Jody Jones,1,1,1,1,5266,10,1,1,1,1
city,CA,Paramount ,2017,NA,NA,33,10,80,3,NA,NA,NA,5,2,ALP,Laurie Guillen,NA,1,NA,NA,1141,10,0,0,0,0
city,CA,Paramount ,2017,NA,NA,33,10,80,3,NA,NA,NA,5,2,ALP,Peggy Lemons,NA,1,NA,NA,1008,10,0,0,0,0
1,CA,Parlier,2016,NA,NA,60,1,97,0.5,NA,NA,NA,5,1,SSD,Noe Rodriquez,NA,1,2,0,347,5,0,0,0,0
3,CA,Parlier,2016,NA,NA,60,1,97,0.5,NA,NA,NA,5,1,SSD,Jose Escoto,NA,1,2,0,335,5,0,0,0,0
2,CA,Parlier,2018,NA,NA,60,1,97,0.5,NA,NA,NA,5,1,SSD,Trinidad Pimentel,2,1,2,NA,196,5,0,1,1,0
4,CA,Parlier,2018,NA,NA,60,1,97,0.5,NA,NA,NA,5,1,SSD,Diane Maldonado,2,1,2,1,224,5,1,1,1,1
3,CA,Pasadena,2017,NA,NA,63,11,34,14,NA,NA,NA,7,1,SSD,D3: John J. Kennedy,NA,1,NA,NA,1108,7,0,0,0,0
5,CA,Pasadena,2017,NA,NA,63,11,34,14,NA,NA,NA,7,1,SSD,D5: Victor M. Gordo,NA,1,NA,NA,1260,7,0,0,0,0
7,CA,Pasadena,2017,NA,NA,63,11,34,14,NA,NA,NA,7,1,SSD,D7: Andy Wilson,NA,1,NA,NA,1501,7,0,0,0,0
city,CA,Paso Robles,2016,NA,NA,77,5,35,2,NA,NA,NA,5,2,ALP,Steve Gregory,1,1,1,0,6715,10,0,0,0,0
city,CA,Paso Robles,2016,NA,NA,77,5,35,2,NA,NA,NA,5,2,ALP,Fred Strong,1,1,1,0,5751,10,0,0,0,0
city,CA,Paso Robles,2018,NA,NA,77,5,35,2,NA,NA,NA,5,2,ALP,John Hamon,1,1,1,0,5221,10,1,1,1,1
city,CA,Paso Robles,2018,NA,NA,77,5,35,2,NA,NA,NA,5,2,ALP,Maria Elena Garcia,2,1,2,1,4831,10,1,1,1,1
city,CA,Pico Rivera,2015,NA,NA,62,1,91,3,NA,NA,NA,6,3,ALP,Bob J. Archuleta,NA,1,NA,NA,2302,18,0,0,0,0
city,CA,Pico Rivera,2015,NA,NA,62,1,91,3,NA,NA,NA,6,3,ALP,Gregory Salcido,NA,1,NA,NA,2294,18,0,0,0,0
city,CA,Pico Rivera,2015,NA,NA,62,1,91,3,NA,NA,NA,6,3,ALP,Brent A. Tercero,NA,1,NA,NA,1988,18,0,0,0,0
1,CA,Pico Rivera,2016,NA,NA,62,1,91,3,NA,NA,NA,6,1,SSD,D1: Rubio Gonzalez,NA,1,NA,NA,2474,6,0,0,0,0
4,CA,Pico Rivera,2016,NA,NA,62,1,91,3,NA,NA,NA,6,1,SSD,D4: Elizabeth Ontiveros-Cole,NA,1,NA,NA,1999,6,0,0,0,0
6,CA,Pico Rivera,2016,NA,NA,62,1,91,3,NA,NA,NA,6,1,SSD,D6: Robert Torres,NA,1,NA,NA,3078,6,0,0,0,0
city,CA,Pico Rivera,2018,NA,NA,62,1,91,3,NA,NA,NA,6,2,ALP,Gustavo V. Camacho,NA,1,NA,NA,6820,12,0,0,0,0
city,CA,Pico Rivera,2018,NA,NA,62,1,91,3,NA,NA,NA,6,2,ALP,Raul Elias,NA,1,NA,NA,5056,12,0,0,0,0
city,CA,Piedmont,2016,NA,NA,76,1,4,20,NA,NA,NA,5,2,ALP,Jen Cavenaugh,2,1,1,1,4627,10,1,1,1,1
city,CA,Piedmont,2016,NA,NA,76,1,4,20,NA,NA,NA,5,2,ALP,Bob McBain,2,1,1,0,3236,10,1,1,1,1
city,CA,Piedmont,2018,NA,NA,76,1,4,20,NA,NA,NA,5,3,ALP,Betsy Smegal Andersen,1,1,1,1,4798,15,2,2,2,2
city,CA,Piedmont,2018,NA,NA,76,1,4,20,NA,NA,NA,5,3,ALP,Teddy Gray King,1,1,1,1,4379,15,2,2,2,2
city,CA,Piedmont,2018,NA,NA,76,1,4,20,NA,NA,NA,5,3,ALP,Tim Rood,2,1,1,0,4255,15,2,2,2,2
city,CA,Pinole,2018,NA,NA,50,10,22,23,NA,NA,NA,5,3,ALP,Norma Martinez-Rubin,2,1,2,1,3541,15,1,1,1,1
city,CA,Pinole,2018,NA,NA,50,10,22,23,NA,NA,NA,5,3,ALP,Vincent Salimi,2,1,1,0,3463,15,1,1,1,1
city,CA,Pinole,2018,NA,NA,50,10,22,23,NA,NA,NA,5,3,ALP,Anthony Tave,2,1,1,0,3413,15,1,1,1,1
city,CA,Pismo Beach,2016,NA,NA,88,1,10,3,NA,NA,NA,5,2,ALP,Marcia Guthrie,2,1,1,1,1969,10,1,1,1,1
city,CA,Pismo Beach,2016,NA,NA,88,1,10,3,NA,NA,NA,5,2,ALP,Erik Howell,2,1,1,0,1944,10,1,1,1,1
city,CA,Pismo Beach,2018,NA,NA,88,1,10,3,NA,NA,NA,5,2,ALP,Carlyn Christianson,2,1,1,1,9276,10,2,2,2,2
city,CA,Pismo Beach,2018,NA,NA,88,1,10,3,NA,NA,NA,5,2,ALP,Erica Stewart,2,1,3,1,7045,10,2,2,2,2
city,CA,Pittsburg ,2016,NA,NA,41,18,42,15,NA,NA,NA,5,2,ALP,Juan Banales,2,1,2,0,7512,10,0,0,0,0
city,CA,Pittsburg ,2016,NA,NA,41,18,42,15,NA,NA,NA,5,2,ALP,Jelani Killings,2,1,3,0,7274,10,0,0,0,0
city,CA,Pittsburg ,2018,NA,NA,41,18,42,15,NA,NA,NA,5,3,ALP,Marilyn Craft,2,1,3,1,9384,15,2,2,2,2
city,CA,Pittsburg ,2018,NA,NA,41,18,42,15,NA,NA,NA,5,3,ALP,Holland White,2,1,3,0,8243,15,2,2,2,2
city,CA,Pittsburg ,2018,NA,NA,41,18,42,15,NA,NA,NA,5,3,ALP,Shanelle Scales-Preston,NA,1,3,1,7579,15,2,2,2,2
city,CA,Placentia ,2016,NA,NA,66,2,38,15,NA,NA,NA,5,3,ALP,Jeremy Yamaguchi,1,1,4,0,7749,15,1,1,1,1
city,CA,Placentia ,2016,NA,NA,66,2,38,15,NA,NA,NA,5,3,ALP,Ward Smith,1,1,1,0,7709,15,1,1,1,1
city,CA,Placentia ,2016,NA,NA,66,2,38,15,NA,NA,NA,5,3,ALP,Rhonda Shader,1,1,1,1,6078,15,1,1,1,1
1,CA,Placentia ,2018,NA,NA,66,2,38,15,NA,NA,NA,5,1,SSD,Craig Green,1,1,1,0,1515,5,0,0,0,0
city,CA,Placentia ,2018,NA,NA,66,2,38,15,NA,NA,NA,5,2,ALP,Chad Wanke,1,1,1,0,2745,10,0,0,0,0
city,CA,Placentia ,2018,NA,NA,66,2,38,15,NA,NA,NA,5,2,ALP,Richard Nichols,11,1,1,0,1256,10,0,0,0,0
city,CA,Pleasant Hill,2016,NA,NA,75,2,14,14,NA,NA,NA,5,3,ALP,Tim Flaherty,2,1,1,0,10124,15,0,0,0,0
city,CA,Pleasant Hill,2016,NA,NA,75,2,14,14,NA,NA,NA,5,3,ALP,Ken Carlson,NA,1,1,0,9173,15,0,0,0,0
city,CA,Pleasant Hill,2016,NA,NA,75,2,14,14,NA,NA,NA,5,3,ALP,Matthew Rinn,2,1,1,0,6214,15,0,0,0,0
city,CA,Pleasant Hill,2018,NA,NA,75,2,14,14,NA,NA,NA,5,2,ALP,Sue Noack,2,1,1,1,9369,10,1,1,1,1
city,CA,Pleasant Hill,2018,NA,NA,75,2,14,14,NA,NA,NA,5,2,ALP,Michael Harris,2,1,1,0,7981,10,1,1,1,1
city,CA,Pleasanton,2016,NA,NA,68,3,11,23,NA,NA,NA,5,2,ALP,Karla Brown,1,1,1,1,20337,10,1,1,1,1
city,CA,Pleasanton,2016,NA,NA,68,3,11,23,NA,NA,NA,5,2,ALP,Jerry Pentin,1,1,1,0,14499,10,1,1,1,1
city,CA,Pleasanton,2018,NA,NA,68,3,11,23,NA,NA,NA,5,2,ALP,Kathy Narum,2,1,1,1,15800,10,2,2,2,2
city,CA,Pleasanton,2018,NA,NA,68,3,11,23,NA,NA,NA,5,2,ALP,Julie Testa,2,1,1,1,12362,10,2,2,2,2
2,CA,Pomona,2018,NA,NA,54,9,70,8,NA,NA,NA,5,1,SSD,D2: Victor Preciado,NA,1,NA,NA,1696,5,0,0,0,0
3,CA,Pomona,2018,NA,NA,54,9,70,8,NA,NA,NA,5,1,SSD,D3: Nora Garcia,NA,1,NA,NA,1963,5,0,0,0,0
5,CA,Pomona,2018,NA,NA,54,9,70,8,NA,NA,NA,5,1,SSD,D5: Steve Lustro,NA,1,NA,NA,2466,5,0,0,0,0
city,CA,Rancho Palos Verdes,2015,NA,NA,61,3,8,29,NA,NA,NA,5,3,ALP,Jerry Duhovic,NA,1,NA,NA,3099,15,0,0,0,0
city,CA,Rancho Palos Verdes,2015,NA,NA,61,3,8,29,NA,NA,NA,5,3,ALP,Susan Brooks,NA,1,NA,NA,2861,15,0,0,0,0
city,CA,Rancho Palos Verdes,2015,NA,NA,61,3,8,29,NA,NA,NA,5,3,ALP,Ken Dyda,NA,1,NA,NA,2734,15,0,0,0,0
city,CA,Rancho Palos Verdes,2017,NA,NA,61,3,8,29,NA,NA,NA,5,2,ALP,John Cruikshank,NA,1,NA,NA,3306,10,0,0,0,0
city,CA,Rancho Palos Verdes,2017,NA,NA,61,3,8,29,NA,NA,NA,5,2,ALP,Eric Alegria,NA,1,NA,NA,2399,10,0,0,0,0
city,CA,Rancho Santa Margarita,2016,NA,NA,78,1,17,11,NA,NA,NA,5,2,ALP,Tony Beall,1,1,1,0,14106,10,1,1,1,1
city,CA,Rancho Santa Margarita,2016,NA,NA,78,1,17,11,NA,NA,NA,5,2,ALP,Carol Gamble,1,1,1,1,10527,10,1,1,1,1
city,CA,Rancho Santa Margarita,2018,NA,NA,78,1,17,11,NA,NA,NA,5,3,ALP,Brad McGirr,1,1,1,0,10679,15,1,1,1,1
city,CA,Rancho Santa Margarita,2018,NA,NA,78,1,17,11,NA,NA,NA,5,3,ALP,Anne Figueroa,1,1,1,1,10502,15,1,1,1,1
city,CA,Rancho Santa Margarita,2018,NA,NA,78,1,17,11,NA,NA,NA,5,3,ALP,Jerry Holloway,1,1,1,0,8234,15,1,1,1,1
1,CA,Redondo Beach,2017,NA,NA,77,3,16,11,NA,NA,NA,5,1,SSD,D1: Nils Nehrenheim,NA,1,NA,NA,1734,5,0,0,0,0
2,CA,Redondo Beach,2017,NA,NA,77,3,16,11,NA,NA,NA,5,1,SSD,D2: Todd Loewenstein,NA,1,NA,NA,2180,5,0,0,0,0
4,CA,Redondo Beach,2017,NA,NA,77,3,16,11,NA,NA,NA,5,1,SSD,D4: John F. Gran,NA,1,NA,NA,1358,5,0,0,0,0
2,CA,Reedley,2014,NA,NA,62,1,76,3,NA,NA,NA,5,1,SSD,Mary Fast,NA,1,1,1,3098,5,1,1,1,1
4,CA,Reedley,2014,NA,NA,62,1,76,3,NA,NA,NA,5,1,SSD,Ray Soleno,2,1,2,0,1775,5,0,1,1,0
1,CA,Reedley,2016,NA,NA,62,1,76,3,NA,NA,NA,5,1,SSD,Frank Pinon,NA,1,2,0,2914,5,0,0,0,0
4,CA,Reedley,2018,NA,NA,62,1,76,3,NA,NA,NA,5,1,SSD,Ray Soleno,2,1,2,0,2652,5,0,0,0,0
